책장명,도서분류,책제목,작가,출판사,상세내용
17번 책장,만화,상처투성이 진세이11(15세미만구독불가),Tetsuya Saruwatari,대원씨아이,액션 만화 『상처투성이 진세이』제11권. 위기 일발의 상황에서 엔조지 부인을 구출한 진세이. 하지만 카네치카는 진세이에게 의혹의 눈길을 보내며 감금한다. 그리고 그 자리에 나타난 것은...
17번 책장,만화,D.N.Angel. 13,Yukiru Sugisaki,학산문화사,사토시가 들려주는「히카리 일족」과「니와 일족」의 과거…. 밝혀지는 대괴도 다크의 수수께끼…. 사토시의 운명을 안 다이스케는 새로운 결의를 품고 어젠타인과 싸운다! 다크 VS...
18번 책장,만화,몬스터 18,Urasawa Naoki,세주문화,안녕하세요. 피망001입니다. 대여점용으로 보통 양호한 상태입니다. 이외에도 다양한 책이 있사오니 많은 관심바랍니다. 문의는 010-9457-7655로 해 주세요. 만족할 수 있도록 최선을...
18번 책장,만화,사이코 버스터즈. 7,TADASHI AGI,학산문화사,#NAME?
18번 책장,만화,마제. 55(완결),나인수,대원씨아이,"나인수 만화 『마제』제55권. 마제, 대단원의 막을 내리다! 엄청난 괴물체로 진화해 악의 정수가 된 무린! 마제 또한 부상에서 어쩔 수 없이 악마와 계약하며 괴물체로 변해간다. 하지만 더..."
18번 책장,만화,엠바밍. 7,와츠키 노부히로,서울문화사,Nobuhiro Watsuki의 만화 『엠바밍』 제7권. 영국으로부터 의뢰와 엘름의 조정을 위해 인조인간의 성지인 폴러루트로 귀향한 아슈히트 일행. 하지만 인간과 인조인간이 공존하는 유토피아...
18번 책장,만화,귀등의 섬 4,Kei Sanbe,학산문화사,『귀등의 섬』제4권. 희생자가 늘고도 여전히 도망치는 아이들과 쫓는 어른들. 그런 서로가 향하는 곳은 허위와 기만의 나선도…. 그것을 비웃듯이 핏빛의 귀등이 조용히 흔들린다….
18번 책장,만화,폭음열도 10,타카하시 츠토무,서울문화사,"『폭음열도』시리즈 제10권. 본 시리즈는 주인공 타카시가 폭주족 세계에 발을 넣게 되면서 펼쳐지는 이야기다. 폭주족과 연관된 조폭, 그로 인해 벌어지는 온갖 싸움이 거침없이 그려졌다."
18번 책장,만화,맨홀. 3,Tetsuya Tsutsui,학산문화사,필라리아 감염사건' 진범의 정체가 밝혀진다. 그의 이름은 쿠라가와 히로시! 실력파 해커의 도움으로 지명수배된 쿠로가와의 흔적을 따라가는 형사 미조구치와 이노우에. 하지만 그러는...
18번 책장,만화,이드. 29,김대우,알에이치코리아,무림과 판타지의 경계를 넘나드는 만화! 김대우와 A. T. Kenny의 만화 『이드』 제29권. 무림에서 그레이드론 대륙으로 이동하여 무공과 마나의 힘을 갖추고 다양한 사건을 해결하는 이드의...
18번 책장,만화,갓 핸드 테루. 62,Kazuki Yamamoto,학산문화사,"『갓 핸드 테루』제 62권. 대단한 실력의 의사들이 모여 신들이 좌정한 곳. 발할라라 불리는 야스다 기념병원. 죽은 아버지의 뒤를 좇아 갓핸드를 지향하는 마히가시 테루는, 라이벌인 시노..."
18번 책장,만화,야쿠시지료코의 괴기사건부. 7,YOSHIKI TANAKA,대원씨아이,『야쿠시지료코의 괴기사건부』시리즈 제7권. 본 작품은 경찰청 최고의 미녀 야쿠시지 료코를 통해 과학으로는 설명되지 않는 미스테리한 사건의 전모를 밝히는 만화이다.
18번 책장,만화,자파파이브. 8,Sato Masaki,서울문화사,"만화가 사토 마사키의 『자파파이브』단행본 제 8권. 이번 편에는 가슴마니아, 엉덩이 마니아, 코스프레 마니아인 독자들의 기대에 부응하는 내용이 담겨있다."
18번 책장,만화,[만화] 덮어쓰기,야소하치 료,대원씨아이(만화/잡지),
18번 책장,만화,편의점 DMZ. 5,Satoru Sao,대원씨아이,"막강 개그 일발 장전!연방군, 반란군, 독립파 민병이 첨예하게 대립 중인 지구상의 어느 분쟁지역.피비린내 나는 전쟁터 한복판에 왠지 모르게 마음이 치유되는 신비한 편의점이 있다..."
18번 책장,만화,Remember(리멤버). 7,킹 곤타,학산문화사,King Gonta의 만화 『Remember(리멤버)』 제7권. 자이츠 류지는 마침내 알았다. 이 세계가 샘플링된 시공간이라는 것을. 자기가 현실세계의 자이츠와 접속되어 있다는 것을. 자이츠는 현실...
18번 책장,만화,Judge(저지). 2,토노가이 요시키,서울문화사,"Yoshiki Tonogai의 만화 『JUDGE(저지)』 제2권. 죄인들이 서로의 죄를 심판한다. 의심이 소용돌이치는 밀실에서 벌어지는 최초의 심판. 죄인들이 내린 판결은 기만인가, 구원인가. 그리고..."
18번 책장,만화,도박마. 44,사코 토시오,대원씨아이,사코 토시오의 『도박마』 제44권. 클라이맥스 1 궁극의 사망유희'에어 포커' 완전 결말! 이야기는 마침내 카케로 '두령'키루마 소이이치와 '거짓말 사냥꾼' 바쿠의 최종 결전 '두령 사냥...
18번 책장,만화,학생회의 일존 5,,서울문화사,"Sekina Aoi의 만화 『학생회의 일존』 제5권. 교내 인기투표로 뽑힌 헤키요 고교 학생회에는 미소녀만 있다. 그러나 단 한 사람, 성적 우수자 특례로 뽑힌 스키사키 켄에게는 야망이 있었다..."
18번 책장,만화,기교동자 Ultimo(울티모). 8,스탠 리,학산문화사,Stan Lee의 만화 『기교동자 Ultimo(울티모)』 제8권. 무라야마 무사시는 악동자 분노의 레이지의 주인인 훗사 후사타로가 있는 곳으로 쳐들어간다. 두 사람은 서로를 자기 진영으로...
18번 책장,만화,키류인 사에코 탐정사무소 5,미카미 타츠야,서울문화사(만화/잡지),본격 코믹 탐정 만화 『키류인 사에코 탐정 사무소』제5권. 다양한 인물들이 공존하는 키류인 사에코 탐정 사무소. 미인 왕가슴 마녀 탈주 닌자 탐정 사에코를 둘러싼 갖가지 사건들이 발발...
18번 책장,만화,삐리리 불어봐 재규어. 20,Kyosyke Usuta,대원씨아이,"아버지 마이클과의 이별, 가짜 해머의 출현, 잇따라 벌어지는 이해 못할 사건들! 자기가 진짜 친아버지라고 주장하는 남자, 에어 J가 밝힌 재규어 쥰이치의 출생의 비밀은?! 10년의 연재를..."
18번 책장,만화,사형수 042. 5,Yua Kotegawa,학산문화사,** 대여점에서 사용한 중고도서 입니다** 중고책특성상 표지가 약간 낡고 까질수 있으며 까진부분은 테이프로 래핑탈장을 방지위해서 호치키스 밖혀 있을수 있습니다** 판매자의 다른물품...
18번 책장,만화,사무라이 솔저 25,야마모토 류이치로,학산문화사,야마모토 류이치로의 『사무라이 솔저』 제25권. 아쿠네구미의 후계 싸움에서 시작된 대리전쟁은 키류 타츠야의 습격 『CAOS』부활 계획까지 뒤엉키며 시부야 전역을 끌어들이는 총력전으로...
18번 책장,만화,스모모모모모모. 12,Shinobo Ohtaka,학산문화사,불러 봐도 울어 봐도 소리쳐 봐도 지상 최강의 아이 만들기 계획은 이것으로 완결!! 과연 코우시는 모모코를 안은 것이냐?! 그렇지 않은 것이냐?! 아니면 모모코가 안은 것이냐?! 마지막...
18번 책장,만화,뱀부 블레이드. 14,Masahiro Totsuka,학산문화사,『뱀부 블레이드』 제14권. 지금 소녀는 처음으로 꿈을 손에 넣는다. 그리고 남자는 새로운 꿈을 향해 달리기 시작한다. 꿈으로 이어지는 각각의 길. 내딛은 첫걸음을 믿고 맴부 블레이드 종막.
18번 책장,만화,사상최강의제자 켄이치. 61,마츠에나 ?,학산문화사,"『사상최강의제자 켄이치』제61권. 켄이치, 분투의 역사에 종지부를 찍다!! 대하 격투 로망, 마침내 완결!! 미사일 발사를 저지하기 위해, 치열한 공방을 펼치는 양산박과 켄이치 일행..."
18번 책장,만화,얼라이브 21(완결),Tadashi Kawashima,학산문화사,지구의 대혼란을 배경으로 한 SF 만화『얼라이브 : 최종 진화적 소년』제21권 완결편.
18번 책장,만화,암건사. 4,Kazuki Nakashima,대원씨아이,마(魔)를 자물쇠에 가둔다. 그것을 '잠금질'이라 한다. 적이든 동료든 가리지 않고 인간을 먹어치워 버리는 가호마루.이 최강의 마물을 봉인하기 위해 죠노스케는 모든 것을 걸었다!
18번 책장,만화,암스 22,MINAGAWA RYOUJI,세주문화,대여점용 상태양호책은 매일 업데이트 되오니 많은 이용 부탁드립니다.우체국 택배 이용시 추가요금 있습니다. 반드시 연락주세요.제주/도서지역 추가요금 있습니다 .40권 이상주문시 배송료...
18번 책장,만화,발명군인 잇신 3,아베 슈지,학산문화사,"의리와 인정을 저울에 달게 되면, 돈이 무겁다고 큰소리친다!「주먹최고」만슈와「인간말종 일직선」히노타마,최고로 흉폭·흉악한 양아치 콤비가 대폭주 & 대폭소!대인기 크레이지 발명..."
18번 책장,만화,야왕 29,Ryo Kurashina,대원,"마토바 료스케 새로운 길을 떠나다’편『야왕』제29권. 포스트 클럽 세 점포 대결이 마침내 최종일을 맞이한 가운데 료스케, 나오야, 세이야는 격렬하게 부딪힌다. 게다가 누군가의 계략..."
18번 책장,만화,[만화] 무희,쿠라시나 료우,대원,
18번 책장,만화,빈곤자매 이야기 4,카즈토 이즈미,학산문화사,대여점용 /최저가도전!!!코믹스 . 순정 . 판타지 . 무협 . 일반소설 . 로맨스 .인터넷소설 .DVD. 비디오등 중고서적 의 모든것~
18번 책장,만화,(만화) 원한해결사무소 요코하마지점 6 (완결),Showshow Kurihara,서울문화사,"『원한해결 사무소 요코하마 지점. 6』. '화려한 보복 테크닉으로 당신의 원한을 풀어드립니다' 낮에는 구청 근무, 밤엔 복수대행업 '원한해결사' 전직 마술사의 테크닉으로 악을 징벌하는..."
18번 책장,만화,동경괴동. 3,MINETARO MOCHIZUKI,삼양출판사,모치즈키 미네타로의 만화 『동경괴동』 제3권. 뇌 연구와 뇌에 문제를 가진 청소년들의 치료 겸 정신적 케어를 목적으로 하는 크리스티아니아 병원. 사고로 자동차의 파편이 뇌에 남아...
18번 책장,만화,반항하지마. 25,Toru Fujisawa,학산문화사,** 대여점에서 사용한 중고도서 입니다** 중고책특성상 표지가 약간 낡고 까질수 있으며 까진부분은 테이프로 래핑탈장을 방지위해서 호치키스 밖혀 있을수 있습니다** 판매자의 다른물품...
18번 책장,만화,늑대와 향신료. 15,이스나 하세쿠라,학산문화사,이스나 하세쿠라의 『늑대와 향신료』 제15권. 행상인 로렌스와 늑대의 귀와 꼬리를 가진 호로의 여행이 흥미진진하게 펼쳐진다. 일개 상인에 불과한 주인공이 중세의 경제체계 속에서 자본...
19번 책장,만화,동물의 왕국. 12,라이쿠 마코토,학산문화사,나는 (너구리) 엄마다.얼마 전 살쾡이에게 부모님을 잃었다. 힘도 약한데다 물고기 잡기에는 소질도 없다. 여전히 “도로로롱 쿠파바바방” 배 소리만 요란한 어리광쟁이일 뿐이다. 그런데...
19번 책장,만화,카미츄. 2,BESAME MUCHO,학산문화사,"“어제, 나 신(神)이 됐어” 조용조용하고 뭐든지 고만고만한, 지극히 평범한 여중생 유리에가 어느 날 갑자기 신이 되었다?! 친구 미츠에와 마을의 신 야시마를 모시는 신사 가문의 장녀..."
19번 책장,만화,내일의 요이치. 15,미나모토 유,서울문화사,사무라이 코미디 『내일의 요이치』 제15권. 지금 같은 세상에 모두가 웃으며 산다는 건 불가능한 일일까? 누군가의 행복은 자신도 모르는 사이에 누군가의 행복을 앗아가 버리는 것일까...
19번 책장,만화,프리티 페이스 6,Yasuhiro Kano,대원씨아이,대여점용 /최저가도전!!!코믹스 . 순정 . 판타지 . 무협 . 일반소설 . 로맨스 .인터넷소설 .DVD.비디오야오이소설/만화등 중고서적 의 모든것
19번 책장,만화,"자유검객 네타로 6(네타로, 탈환하다!!)",Hiroshi Motomiya,대원씨아이,하치조 섬에서 무사히 에도로 돌아온 네타로. 하지만 오쿄의 모습은 어디에도 보이지 않는데…. 실상은 쇼군의 눈에 들어 오오쿠로 끌려가 행방불명 된 것이었다. 쇼군의 횡포에 격노한 네타...
19번 책장,만화,제로 시작의 관 7,임달영,대원씨아이,
19번 책장,만화,Mr크레이지24,,,
19번 책장,만화,엽기소녀,,,
19번 책장,만화,배가본드30,Takehiko Inoue,학산문화사(주),로 국내에서도 큰 인기를 얻은 이노우에 타케히코의 작품『배가본드』제30권. 일본에서 최고의 무사로 회자되는 미야모토 무사시의 일대기를 그린 만화이다. 만화라고는 믿기지 않을 정도로...
19번 책장,만화,GTO SHONAN 14 DAYS 9,후지사와 토루,학산문화사(만화/잡지),"오니즈카(영길)의 비밀스런 14일간의 쇼난 도피기!! GTO(반항하지마)의 마지막, 테시가와라의 권총에 맞고 입원한 오니즈카는, 마침 여름방학을 맞아 여러 선생님들을 모아놓은 한 TV 생방송..."
19번 책장,만화,사립 갱생고교 15,최영,서울문화사,#NAME?
19번 책장,만화,한다군. 7(완결),요시노 사츠키,대원씨아이,『한다군』제7권. 한다군 본편 완결 후에 그려진 번외편 3편뿐만 아니라 월간 '소년 강강'에만 게재되었던 권두 컬러 4컷 만화. 그리고 단행본 발매 당시 새로 그린 특전 일러스트 등을...
19번 책장,만화,Dr DMAT(잔해 속이 히포크라테스) 6,타카노 히로시,대원씨아이,Hiroshi Takano 만화 『Dr DMAT(잔해 속이 히포크라테스)』제6권. 잔해 속의 의료를 행하기 위해 야쿠모를 비롯한 DMAT팀이 달려간 현장에는 생사의 경계를 넘나드는 많은 사람들이... 한정...
